name,price,url,stone_type,stone_shape,stone_clarity,stone_color,stone_carat_weight,metal_type,metal_color,gold_karat,ring_size,category,source
"Antique 14ct white gold, 1920s Art Deco Diamond Bombe Ring","$1,584",https://www.1stdibs.com/jewelry/rings/engagement-rings/antique-14ct-white-gold-1920s-art-deco-diamond-bombe-ring/id-j_26913292/,Diamond,Brilliant,,,0.25,"14k Gold , White Gold",White,14k,6.25,Ring,1stdibs
"Antique Platinum, 1920s 0.40ct Single Stone Diamond Ring with Diamond Shoulders","$1,859",https://www.1stdibs.com/jewelry/rings/engagement-rings/antique-platinum-1920s-040ct-single-stone-diamond-ring-diamond-shoulders/id-j_26913212/,Diamond,Brilliant,,,0.4,Platinum,,,6,Ring,1stdibs
"Vintage 14ct White Gold, 1940s Cushion Cut Sapphire & Diamond Dome Ring","$1,233",https://www.1stdibs.com/jewelry/rings/engagement-rings/vintage-14ct-white-gold-1940s-cushion-cut-sapphire-diamond-dome-ring/id-j_26905252/,"Diamond , Sapphire",Cushion,,,14,"14k Gold , White Gold",White,14k,6,Ring,1stdibs
Antique Ring natural 0.6ct Sapphire 0.75ctw Diamonds 18K Yellow Gold US6 / 5.5gr,"$1,875",https://www.1stdibs.com/jewelry/rings/cluster-rings/antique-ring-natural-06ct-sapphire-075ctw-diamonds-18k-yellow-gold-us6-55gr/id-j_27030532/,"Diamond , Sapphire",Old European,,G,0.6,"18k Gold , Yellow Gold",Yellow,18k,6,Ring,1stdibs
"Georgian Stuart Crystal Ring, 18th Century","$5,500",https://www.1stdibs.com/jewelry/rings/solitaire-rings/georgian-stuart-crystal-ring-18th-century/id-j_18375722/,Crystal,Square,,G,,15k Gold,,15k,6.25,Ring,1stdibs
"Antique 18ct Gold, Victorian Sapphire & Diamond Double Row Ring, Circa 1890","$1,584",https://www.1stdibs.com/jewelry/rings/band-rings/antique-18ct-gold-victorian-sapphire-diamond-double-row-ring-circa-1890/id-j_27401432/,"Diamond , Sapphire",Round,,,18,"Gold , 18k Gold",,18k,6.25,Ring,1stdibs
Natural 11.59 Carat Cushion Cut Diamond 18-Karat Engagement Ring In Stock,"$69,995 Sale Price",https://www.1stdibs.com/jewelry/rings/engagement-rings/natural-1159-carat-cushion-cut-diamond-18-karat-engagement-ring-stock/id-j_19100242/,Diamond,Cushion,,,10.29,"Gold , 18k Gold , White Gold",White,18k,7,Ring,1stdibs
GIA Natural 3.01 Carat Radiant Cut Diamond 18-Karat Engagement Ring In Stock,"$23,996 Sale Price",https://www.1stdibs.com/jewelry/rings/engagement-rings/gia-natural-301-carat-radiant-cut-diamond-18-karat-engagement-ring-stock/id-j_24791292/,Diamond,Radiant,,G,3.01,"Gold , 18k Gold , Yellow Gold",Yellow,18k,6.25,Ring,1stdibs
Bochic “Orient” Vintage Sapphire & Ruby Panther Ring Set In 18 K Gold & Silver,"$1,230",https://www.1stdibs.com/jewelry/rings/cocktail-rings/bochic-orient-vintage-sapphire-ruby-panther-ring-set-18-k-gold-silver/id-j_27325542/,"Ruby , Sapphire , Topaz",Brilliant,,K,,"18k Gold , Silver",,18k,6.5,Ring,1stdibs
"Antique 18ct Gold & Platinum, 1920s Original Art Deco Ruby and Diamond Ring","$5,304",https://www.1stdibs.com/jewelry/rings/engagement-rings/antique-18ct-gold-platinum-1920s-original-art-deco-ruby-diamond-ring/id-j_26881282/,"Diamond , Ruby",Mixed,,,18,Platinum,,18k,7,Ring,1stdibs
18K White Gold 1.12ct Oval Emerald & 0.35ct Diamond Fine Ring,"$4,000",https://www.1stdibs.com/jewelry/rings/cluster-rings/18k-white-gold-112ct-oval-emerald-035ct-diamond-fine-ring/id-j_26888422/,"Diamond , Emerald",Oval,,G,1.12,"18k Gold , White Gold",White,18k,7.25,Ring,1stdibs
"Set in 18K Gold, Aquamarine Cabochon, Pink Sapphires & Diamonds Cocktail Ring","$5,000",https://www.1stdibs.com/jewelry/rings/dome-rings/set-18k-gold-aquamarine-cabochon-pink-sapphires-diamonds-cocktail-ring/id-j_27237552/,"Aquamarine , Diamond , Pink Sapphire",Cabochon,,G,,18k Gold,,18k,6.5,Ring,1stdibs
IGI 18K 2.35 ct Natural Color Play Sphene Diamonds Antique Engagement Ring,"$5,000",https://www.1stdibs.com/jewelry/rings/engagement-rings/igi-18k-235-ct-natural-color-play-sphene-diamonds-antique-engagement-ring/id-j_27362592/,Diamond,Cushion,,,2.35,"Gold , 18k Gold , White Gold",White,18k,6.5,Ring,1stdibs
"9ct Gold Griffin ""Pro Patria Amore"" Oval Signet Ring Hallmarked Birmingham","$1,784",https://www.1stdibs.com/jewelry/rings/signet-rings/9ct-gold-griffin-pro-patria-amore-oval-signet-ring-hallmarked-birmingham/id-j_26880892/,,,,G,9,"Gold , 9k Gold",,9k,6.75,Ring,1stdibs
"Vintage 1960’s, 18ct Gold Zircon & Diamond Cluster Ring","$1,239",https://www.1stdibs.com/jewelry/rings/cluster-rings/vintage-1960s-18ct-gold-zircon-diamond-cluster-ring/id-j_26907302/,"Diamond , Zircon",Round,,,18,"Gold , 18k Gold",,18k,6,Ring,1stdibs
Vintage 2.14 Carat Old European Cut Diamond & Emerald Platinum Engagement Ring,"$16,500",https://www.1stdibs.com/jewelry/rings/engagement-rings/vintage-214-carat-old-european-cut-diamond-emerald-platinum-engagement-ring/id-j_27387162/,"Diamond , Emerald",Old European,,G,2.14,Platinum,,,5,Ring,1stdibs
IGI 14K 3.09 Ct Zambia Emerald&Diamonds Antique Engagement Ring,"$7,200 Sale Price",https://www.1stdibs.com/jewelry/rings/engagement-rings/igi-14k-309-ct-zambia-emeralddiamonds-antique-engagement-ring/id-j_27276382/,"Emerald , Diamond",Emerald,,,3.09,"White Gold , 14k Gold , Gold",White,14k,6.5,Ring,1stdibs
Bochic “Capri” Vintage Diamond & Oval Shape Blue Topaz & Set In 18K Gold & Silve,"$1,035 Sale Price",https://www.1stdibs.com/jewelry/rings/cocktail-rings/bochic-capri-vintage-diamond-oval-shape-blue-topaz-set-18k-gold-silve/id-j_26701302/,"Diamond , Topaz , Blue Topaz",Oval,,,,"18k Gold , Silver",,18k,6.5,Ring,1stdibs
Royal Blue Sapphire Platinum Engagement Ring French Trapezoid Diamonds - Merkaba,"$29,600 Sale Price",https://www.1stdibs.com/jewelry/rings/engagement-rings/royal-blue-sapphire-platinum-engagement-ring-french-trapezoid-diamonds-merkaba/id-j_22361142/,"Diamond , White Diamond , Multi-gemstone , Sapphire , Blue Sapphire",Cushion,,,5.03,Platinum,,,6,Ring,1stdibs
1962 Ring natural 8ct Cornflower Sapphire Diamond solid 18K Gold ØUS6.25/ 6.5gr,"$9,500",https://www.1stdibs.com/jewelry/rings/solitaire-rings/1962-ring-natural-8ct-cornflower-sapphire-diamond-solid-18k-gold-us625-65gr/id-j_26984982/,"Sapphire , Blue Sapphire , Diamond",Emerald,,G,8,Platinum,,18k,6.25,Ring,1stdibs
Vintage Pure Gold 24K Yellow Gold Plain Ring.,"$1,399 / item",https://www.1stdibs.com/jewelry/rings/wedding-rings/vintage-pure-gold-24k-yellow-gold-plain-ring/id-j_25413912/,,,,G,,"24k Gold , Yellow Gold",Yellow,24k,6,Ring,1stdibs
"Mid-Century Brutalist Carved Emerald, Baroque Pearl, and 14K Gold Cocktail Ring","$4,950",https://www.1stdibs.com/jewelry/rings/cocktail-rings/mid-century-brutalist-carved-emerald-baroque-pearl-14k-gold-cocktail-ring/id-j_27041862/,"Emerald , Pearl",Mixed,,G,,14k Gold,,14k,5.5,Ring,1stdibs
Antique Signet Ring 14K Yellow Gold Heliotrope Bloodstone in Shape of Shield,"$1,378",https://www.1stdibs.com/jewelry/rings/cocktail-rings/antique-signet-ring-14k-yellow-gold-heliotrope-bloodstone-shape-shield/id-j_27399862/,,,,G,,"14k Gold , Yellow Gold",Yellow,14k,8.75,Ring,1stdibs
"Vintage 9ct Gold, Oval Shaped Opal Ring Split Shoulders, Hallmarked London 1973","$1,370",https://www.1stdibs.com/jewelry/rings/solitaire-rings/vintage-9ct-gold-oval-shaped-opal-ring-split-shoulders-hallmarked-london-1973/id-j_26848632/,Opal,Oval,,,9,"Gold , 9k Gold",,9k,6.5,Ring,1stdibs
Tiffany & Co. Atlas 18k Yellow Gold Numeric Ring 6.5,"$1,600",https://www.1stdibs.com/jewelry/rings/band-rings/tiffany-co-atlas-18k-yellow-gold-numeric-ring-65/id-j_26887862/,,,,,,Yellow Gold,Yellow,18k,6.5,Ring,1stdibs
Vintage Platinum 5.11 Carat Ceylon Sapphire Ring GIA No Heat,"$14,500",https://www.1stdibs.com/jewelry/rings/engagement-rings/vintage-platinum-511-carat-ceylon-sapphire-ring-gia-no-heat/id-j_27387032/,"Diamond , Sapphire",Oval,,G,5.11,Platinum,,,6.75,Ring,1stdibs
"1940s Platinum, Rectangular 2 Carat Baguette Edge Diamond Tank Cocktail Ring","$8,059",https://www.1stdibs.com/jewelry/rings/cocktail-rings/1940s-platinum-rectangular-2-carat-baguette-edge-diamond-tank-cocktail-ring/id-j_26898952/,Diamond,Brilliant,,,2,Platinum,,,8.5,Ring,1stdibs
TIFFANY & Co. Forever Platinum 3mm Half Circle Diamond Embrace Band Ring 7.5 New,"$3,900",https://www.1stdibs.com/jewelry/rings/wedding-rings/tiffany-co-forever-platinum-3mm-half-circle-diamond-embrace-band-ring-75-new/id-j_26940902/,Diamond,Round,,,,Platinum,,,7.5,Ring,1stdibs
René Boivin 18K White Gold Diamond Bombe Ring with Certificate of Authenticity,"$22,000",https://www.1stdibs.com/jewelry/rings/dome-rings/rene-boivin-18k-white-gold-diamond-bombe-ring-certificate-authenticity/id-j_26565002/,Diamond,Brilliant,,G,,"18k Gold , White Gold",White,18k,9,Ring,1stdibs
Zambian Emerald and Diamond Three-Stone Ring in 18k Yellow and White Gold,"$2,600 Sale Price / item",https://www.1stdibs.com/jewelry/rings/three-stone-rings/zambian-emerald-diamond-three-stone-ring-18k-yellow-white-gold/id-j_26646702/,"Diamond , Emerald",Octagon,,G,,"Gold , 18k Gold , White Gold , Yellow Gold",White,18k,,Ring,1stdibs
Marina J. 9.5 Carat Ruby Ring with Diamonds and Solid 14k Yellow Gold,"$2,350",https://www.1stdibs.com/jewelry/rings/cocktail-rings/marina-j-95-carat-ruby-ring-diamonds-solid-14k-yellow-gold/id-j_26234442/,"Diamond , Ruby",Cushion,,J,9.5,"Gold , 14k Gold , Yellow Gold",Yellow,14k,7.5,Ring,1stdibs
Signed Modernist Ed Wiener 14K Gold Cocktail Ring,"$2,850",https://www.1stdibs.com/jewelry/rings/cocktail-rings/signed-modernist-ed-wiener-14k-gold-cocktail-ring/id-j_27042942/,,,,G,,14k Gold,,14k,6.5,Ring,1stdibs
"Vintage 18ct White Gold & Platinum, 1940s Sapphire and Diamond Crossover Ring","$1,338",https://www.1stdibs.com/jewelry/rings/engagement-rings/vintage-18ct-white-gold-platinum-1940s-sapphire-diamond-crossover-ring/id-j_26830672/,"Diamond , Sapphire",Oval,,,18,Platinum,White,18k,7,Ring,1stdibs
Modern 18 Karat Gold 6.44 Carat Tanzanite 0.30 Carat Diamond Cocktail Ring,"$5,114",https://www.1stdibs.com/jewelry/rings/cocktail-rings/modern-18-karat-gold-644-carat-tanzanite-030-carat-diamond-cocktail-ring/id-j_27317782/,"Diamond , Tanzanite",Mixed,,G,6.44,"Gold , 18k Gold",,18k,8,Ring,1stdibs
18K White Gold 1.27ct Pink Tourmaline & 0.88ct Diamond Fine Ring,"$2,925 Sale Price",https://www.1stdibs.com/jewelry/rings/cocktail-rings/18k-white-gold-127ct-pink-tourmaline-088ct-diamond-fine-ring/id-j_26822332/,"Diamond , Tourmaline",Oval,,G,1.27,"18k Gold , White Gold",White,18k,7,Ring,1stdibs
"Antique 1920s Platinum, Full Diamond Eternity Ring","$1,370",https://www.1stdibs.com/jewelry/rings/band-rings/antique-1920s-platinum-full-diamond-eternity-ring/id-j_26969692/,Diamond,Old European,,,,Platinum,,,6.5,Ring,1stdibs
1932 Halo Ring natural 0.5ct Ruby 1ctw Diamonds solid Platinum ØUS6.75 /3.8gr,"$2,000",https://www.1stdibs.com/jewelry/rings/solitaire-rings/1932-halo-ring-natural-05ct-ruby-1ctw-diamonds-solid-platinum-us675-38gr/id-j_27004872/,"Diamond , Ruby",Old European,,G,0.5,Platinum,,,6.75,Ring,1stdibs
1938 Ring natural Emerald Diamonds solid 18K White Gold ØUS5.75 / 1.9 gr,"$1,675",https://www.1stdibs.com/jewelry/rings/solitaire-rings/1938-ring-natural-emerald-diamonds-solid-18k-white-gold-us575-19-gr/id-j_26948322/,"Diamond , Emerald",Emerald,,G,,"18k Gold , White Gold",White,18k,5.75,Ring,1stdibs
Victorian 18 Karat Gold Rose Cut Diamond Engagement Solitaire Ring,"$1,744",https://www.1stdibs.com/jewelry/rings/engagement-rings/victorian-18-karat-gold-rose-cut-diamond-engagement-solitaire-ring/id-j_27260232/,Diamond,Rose,,G,,Gold,,,10,Ring,1stdibs
"Antique 18ct White Gold, 1920s 1.20 Carat Diamond Single Stone Engagement Ring","$9,161",https://www.1stdibs.com/jewelry/rings/solitaire-rings/antique-18ct-white-gold-1920s-120-carat-diamond-single-stone-engagement-ring/id-j_26798942/,Diamond,Brilliant,,,1.2,"18k Gold , White Gold",White,18k,7,Ring,1stdibs
Natural Light Fancy Yellow Green Diamonds Mens Ring 18 Karat Big & Tall Grande,"$12,500",https://www.1stdibs.com/jewelry/rings/cluster-rings/natural-light-fancy-yellow-green-diamonds-mens-ring-18-karat-big-tall-grande/id-j_21086972/,Diamond,Round,,G,,"18k Gold , White Gold",White,18k,10.5,Ring,1stdibs
Antique Carré-cut + Rose-cut + Brilliant-cut White Diamond Mosaic Set Pavé Ring,"$13,572",https://www.1stdibs.com/jewelry/rings/fashion-rings/antique-carre-cut-rose-cut-brilliant-cut-white-diamond-mosaic-set-pave-ring/id-j_26073442/,"Diamond , White Diamond",Mixed,,,3.54,"18k Gold , Yellow Gold , Sterling Silver",Yellow,18k,7,Ring,1stdibs
Rare 6.18-Carat Grey-Purple Spinel Emerald-Cut Platinum Ring – A Luxury Gift,"$22,900",https://www.1stdibs.com/jewelry/rings/cocktail-rings/rare-618-carat-grey-purple-spinel-emerald-cut-platinum-ring-luxury-gift/id-j_17291282/,"Diamond , White Diamond , Multi-gemstone , Spinel",Emerald,,,6.18,Platinum,,,6,Ring,1stdibs
"Set in 18K white Gold, 2.00 carats, Rubellite & Diamonds modern Engagement Ring","$4,000",https://www.1stdibs.com/jewelry/rings/engagement-rings/set-18k-white-gold-200-carats-rubellite-diamonds-modern-engagement-ring/id-j_27294012/,"Diamond , Rubelite",Heart,,G,2.00,"18k Gold , White Gold",White,18k,7,Ring,1stdibs
1937 Ring natural Diamond Ruby 18K Yellow Gold Platinum 8.75US / 3.3gr,"$1,575",https://www.1stdibs.com/jewelry/rings/cluster-rings/1937-ring-natural-diamond-ruby-18k-yellow-gold-platinum-875us-33gr/id-j_26946022/,"Ruby , Diamond",Old European,,G,,Platinum,Yellow,18k,8.75,Ring,1stdibs
Leto Lama Certified Oval Paraiba Tourmaline Cigar Ring 18 Ct Gold with Diamonds,"$11,465",https://www.1stdibs.com/jewelry/rings/band-rings/leto-lama-certified-oval-paraiba-tourmaline-cigar-ring-18-ct-gold-diamonds/id-j_26878232/,"Diamond , Paraiba",Oval,,G,18,Gold,,,6.5,Ring,1stdibs
TIFFANY & Co. Etoile 18K Gold Diamond 4mm Band Ring 4,"$1,900",https://www.1stdibs.com/jewelry/rings/band-rings/tiffany-co-etoile-18k-gold-diamond-4mm-band-ring-4/id-j_26833082/,Diamond,Round,,,,Platinum,,18k,4,Ring,1stdibs
Vintage Fred Paris 18k Rose Gold Rose Quartz Stacking Solitaire Ring Size 6.75,"$1,387 Sale Price",https://www.1stdibs.com/jewelry/rings/solitaire-rings/vintage-fred-paris-18k-rose-gold-rose-quartz-stacking-solitaire-ring-size-675/id-j_27234092/,Quartz,Rose,,,,"Gold , 18k Gold , Rose Gold",Rose,18k,6.75,Ring,1stdibs
Victorian Opal Five Stone Ring,"$2,400",https://www.1stdibs.com/jewelry/rings/band-rings/victorian-opal-five-stone-ring/id-j_27181572/,Opal,Oval,,G,,10k Gold,,10k,7.5,Ring,1stdibs
"Antique 18ct Rose Gold, Edwardian Sapphire & Diamond Triple Cluster Ring","$5,510",https://www.1stdibs.com/jewelry/rings/cluster-rings/antique-18ct-rose-gold-edwardian-sapphire-diamond-triple-cluster-ring/id-j_26754032/,"Diamond , Sapphire",Old European,,,18,"18k Gold , Rose Gold",Rose,18k,6.25,Ring,1stdibs
"Antique Victorian Blue Enamel, Diamond & Pearl Ring 14K Gold - c.1860","$6,178",https://www.1stdibs.com/jewelry/rings/engagement-rings/antique-victorian-blue-enamel-diamond-pearl-ring-14k-gold-c1860/id-j_27253352/,"Diamond , Pearl",Round,,G,,"Gold , 14k Gold , Enamel",,14k,7,Ring,1stdibs
Antique 1910 Five Stones Ring in 18k white Gold with Diamonds,"$2,950",https://www.1stdibs.com/jewelry/rings/three-stone-rings/antique-1910-five-stones-ring-18k-white-gold-diamonds/id-j_25669822/,"Diamond , White Diamond",Old Mine,,G,,"Gold , 18k Gold , White Gold",White,18k,7.5,Ring,1stdibs
"18ct Yellow Gold, 0.30 Carat Diamond Single Stone Ring, Hallmarked London 1986","$1,722",https://www.1stdibs.com/jewelry/rings/engagement-rings/18ct-yellow-gold-030-carat-diamond-single-stone-ring-hallmarked-london-1986/id-j_26754042/,Diamond,Brilliant,,,0.3,"18k Gold , Yellow Gold",Yellow,18k,4.5,Ring,1stdibs
Michael Kneebone Blue/Green Topaz Black Jade Casual Cocktail Ring,"$3,200",https://www.1stdibs.com/jewelry/rings/cocktail-rings/michael-kneebone-blue-green-topaz-black-jade-casual-cocktail-ring/id-j_26350672/,"Jade , Topaz , Black Jade",Round,,,,"14k Gold , 18k Gold",,14k,7,Ring,1stdibs
"Bochic “Capri” Ruby, Fire Opal & Blue Topaz Flower Ring Set 18K Gold & Silver","$1,087 Sale Price",https://www.1stdibs.com/jewelry/rings/cocktail-rings/bochic-capri-ruby-fire-opal-blue-topaz-flower-ring-set-18k-gold-silver/id-j_26563002/,"Opal , Ruby , Topaz , Blue Topaz , Fire Opal",Brilliant,,,,"18k Gold , Silver",,18k,7,Ring,1stdibs
1925 Men Lord Ring 0.5ct Diamond 0.8ctw Sapphires solid 18K Gold ØUS10 / 8.3 gr,"$3,800",https://www.1stdibs.com/jewelry/rings/cocktail-rings/1925-men-lord-ring-05ct-diamond-08ctw-sapphires-solid-18k-gold-us10-83-gr/id-j_26939862/,"Diamond , Sapphire",Old European,,G,0.5,18k Gold,,18k,10,Ring,1stdibs
"Antique 18ct Gold, Edwardian ADORE Amethyst, Diamond, Opal, Ruby & Emerald Ring","$1,853",https://www.1stdibs.com/jewelry/rings/engagement-rings/antique-18ct-gold-edwardian-adore-amethyst-diamond-opal-ruby-emerald-ring/id-j_26757002/,"Amethyst , Diamond , Emerald , Opal , Ruby",Round,,,18,"Gold , 18k Gold",,18k,7.25,Ring,1stdibs
LUTH DESIGN 18k yellow gold ring with lapis lazuli and chrysophrase 15.3 grams,"$2,827",https://www.1stdibs.com/jewelry/rings/cocktail-rings/luth-design-18k-yellow-gold-ring-lapis-lazuli-chrysophrase-153-grams/id-j_27141352/,"Chrysophrase , Lapis Lazuli",Cabochon,,G,,"18k Gold , Yellow Gold",Yellow,18k,7.5,Ring,1stdibs
TIFFANY & Co. Etoile 18K Gold Diamond 4mm Band Ring 8.5,"$2,200",https://www.1stdibs.com/jewelry/rings/band-rings/tiffany-co-etoile-18k-gold-diamond-4mm-band-ring-85/id-j_26834212/,Diamond,Round,,,,Platinum,,18k,8.5,Ring,1stdibs
18K Gold 1.09ct Oval Pink Sapphire & 0.14ct Brilliant Diamond Engagement Ring,"$1,200 Sale Price",https://www.1stdibs.com/jewelry/rings/engagement-rings/18k-gold-109ct-oval-pink-sapphire-014ct-brilliant-diamond-engagement-ring/id-j_26848122/,"Diamond , Pink Sapphire",Oval,,G,1.09,18k Gold,,18k,7,Ring,1stdibs
Byzantine Gold Ring With A Topaz Intaglio With A Bust Of Christ 7th Century,"$14,440",https://www.1stdibs.com/jewelry/rings/signet-rings/byzantine-gold-ring-topaz-intaglio-bust-christ-7th-century/id-j_27228322/,Topaz,Uncut,,G,,"Gold , 22k Gold",,22k,6.5,Ring,1stdibs
"18ct Gold, Emerald, Pearl & Diamond Cluster Ring, hallmarked Birmingham 1914","$1,308",https://www.1stdibs.com/jewelry/rings/cluster-rings/18ct-gold-emerald-pearl-diamond-cluster-ring-hallmarked-birmingham-1914/id-j_26840082/,"Diamond , Emerald , Pearl",Mixed,,,18,"Gold , 18k Gold",,18k,6,Ring,1stdibs
Vintage 18Kt Equestrian Band Ring.,"$4,000",https://www.1stdibs.com/jewelry/rings/band-rings/vintage-18kt-equestrian-band-ring/id-j_27177282/,,,,G,,18k Gold,,18k,7.75,Ring,1stdibs
"Greek Gold Ring With A Fish And A Crustacean, 4th Century BC","$14,440",https://www.1stdibs.com/jewelry/rings/signet-rings/greek-gold-ring-fish-crustacean-4th-century-bc/id-j_27228122/,,,,G,,"Gold , 22k Gold",,22k,8.5,Ring,1stdibs
Genuine Emerald Diamond Unisex Engagement Dome Ring in 18k Yellow Gold,"$1,988 Sale Price / item",https://www.1stdibs.com/jewelry/rings/dome-rings/genuine-emerald-diamond-unisex-engagement-dome-ring-18k-yellow-gold/id-j_22509082/,"Diamond , Emerald",Oval,,G,,"Gold , 18k Gold , Yellow Gold",Yellow,18k,,Ring,1stdibs
Three Stone Platinum 3.78-carat Sapphire Engagement Ring - GIA - Beverly Hills,"$20,000 Sale Price",https://www.1stdibs.com/jewelry/rings/engagement-rings/three-stone-platinum-378-carat-sapphire-engagement-ring-gia-beverly-hills/id-j_25250562/,"Diamond , Sapphire , White Diamond , Purple Sapphire",Emerald,,,3.78,Platinum,,,6,Ring,1stdibs
1.58Ct Fancy Yellow Cushion Cut Diamond Wedding Anniversary Band 18K Yellow Gold,"$4,129 Sale Price",https://www.1stdibs.com/jewelry/rings/wedding-rings/158ct-fancy-yellow-cushion-cut-diamond-wedding-anniversary-band-18k-yellow-gold/id-j_24896902/,Diamond,Cushion,,G,1.58,"18k Gold , Yellow Gold",Yellow,18k,7,Ring,1stdibs
"18ct Gold, Victorian Diamond Single Stone Band Ring, Hallmarked Birmingham 1879","$1,778",https://www.1stdibs.com/jewelry/rings/band-rings/18ct-gold-victorian-diamond-single-stone-band-ring-hallmarked-birmingham-1879/id-j_26698012/,Diamond,Old European,,,18,"Gold , 18k Gold , Yellow Gold",Yellow,18k,6.25,Ring,1stdibs
Rossella Ugolini 18K Yellow Gold Satin Oval Amethyst Cocktail Ring Made in Italy,"$3,116",https://www.1stdibs.com/jewelry/rings/cocktail-rings/rossella-ugolini-18k-yellow-gold-satin-oval-amethyst-cocktail-ring-made-italy/id-j_27374612/,Amethyst,Oval,,G,,"18k Gold , Yellow Gold , Gold",Yellow,18k,7.5,Ring,1stdibs
18k Gold 4.5 Carat Heart Shaped Raspberry Rose Tourmaline Cocktail Ring,"$2,980",https://www.1stdibs.com/jewelry/rings/cocktail-rings/18k-gold-45-carat-heart-shaped-raspberry-rose-tourmaline-cocktail-ring/id-j_27321632/,Tourmaline,Heart,,,4.5,"Yellow Gold , Gold , 18k Gold , Rose Gold , White Gold",White,18k,7.25,Ring,1stdibs
Ring with amethyst up to 3.50ct and old mine cut diamonds up to 0.30ct 14k gold,"$1,022",https://www.1stdibs.com/jewelry/rings/cocktail-rings/ring-amethyst-up-to-350ct-old-mine-cut-diamonds-up-to-030ct-14k-gold/id-j_27267042/,"Amethyst , Diamond",Old Mine,,G,3.50,14k Gold,,14k,7.5,Ring,1stdibs
